	course	0	1	2	3	4	5	6	7
453	PHYS 311	Astronomy	Astrophysics	Physics - entering after Fall 2018					
455	PHYS 313	Astronomy	Astrophysics	Physics - entering after Fall 2018					
460	PHYS 322H	Astronomy	Astrophysics	Physics - entering after Fall 2018					
570	PHYS 323	Chemical Physics							
461	PHYS 323H	Astronomy	Astrophysics	Physics - entering after Fall 2018					
454	PHYS 331	Astronomy	Astrophysics	Chemical Physics	Physics - entering after Fall 2018				
462	PHYS 332	Astronomy	Astrophysics	Physics - entering after Fall 2018					
463	PHYS 350	Astronomy	Astrophysics	Physics - entering after Fall 2018					
464	PHYS 350G	Astronomy	Astrophysics	Physics - entering after Fall 2018					
465	PHYS 350H	Astronomy	Astrophysics	Physics - entering after Fall 2018					
466	PHYS 355	Astronomy	Astrophysics	Physics - entering after Fall 2018					
467	PHYS 360	Astronomy	Astrophysics	Physics - entering after Fall 2018					
468	PHYS 365	Astronomy	Astrophysics	Physics - entering after Fall 2018					
469	PHYS 370	Astronomy	Astrophysics	Physics - entering after Fall 2018					
1298	POL 105	International Relations - Economics							
1299	POL 105Y	International Relations - Economics							
1300	POL 109Y	International Relations - Economics							
159	POL 121	American Studies	Architecture	International Relations - Economics					
1301	POL 230	International Relations - Economics	International Relations - History						
881	POL 299	Data Science	International Relations - History						
160	POL1 200	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
1302	POL1 210	International Relations - Economics	International Relations - History	Political Science					
161	POL1 215	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
1368	POL1 231	International Relations - History	International Relations - Political Science						
162	POL1 233	American Studies	Architecture						
163	POL1 247	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
164	POL1 300	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
165	POL1 303	American Studies	Architecture						
166	POL1 317	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
167	POL1 324	American Studies	Architecture	Women's and Gender Studies					
1028	POL1 328	Education Studies	International Relations - Economics	International Relations - History	Political Science				
168	POL1 329	American Studies	Architecture	International Relations - History	Political Science				
169	POL1 333	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
62	POL1 337	Africana Studies - United States Concentration	Education Studies	International Relations - Economics	International Relations - History	Political Science			
1271	POL1 381	International Relations - Economics	International Relations - History	Political Science					
1734	POL1 385	Political Science							
170	POL1 388	American Studies	Architecture						
1406	POL2 202	International Relations - History	Political Science						
1407	POL2 204	International Relations - History	Political Science						
1836	POL2 206	Russian Area Studies							
1303	POL2 207	International Relations - Economics	International Relations - History	Latin American Studies	Political Science				
956	POL2 208	East Asian Studies	International Relations - Economics	International Relations - History	Political Science				
1305	POL2 211	International Relations - Economics	International Relations - History	Political Science					
1409	POL2 213	International Relations - History							
1408	POL2 214	International Relations - History	Political Science						
1306	POL2 217	International Relations - Economics	International Relations - History	Middle Eastern Studies	Political Science				
1027	POL2 220	Education Studies	International Relations - History	Political Science					
14	POL2 231	Africana Studies - Africa Concentration	International Relations - Economics	Political Science					
1545	POL2 253	Latin American Studies	Political Science						
1410	POL2 301	International Relations - History	Political Science						
957	POL2 304	East Asian Studies	International Relations - Economics	International Relations - History	Political Science				
1308	POL2 306	International Relations - Economics	International Relations - History	Latin American Studies	Political Science				
1272	POL2 310	International Relations - Economics	International Relations - History	Political Science					
1274	POL2 312	International Relations - Economics	International Relations - History	Political Science					
1837	POL2 314	Russian Area Studies							
1548	POL2 320	Latin American Studies							
1277	POL2 359	International Relations - Economics	International Relations - History	Jewish Studies					
1309	POL2 362	International Relations - Economics	International Relations - History	Political Science					
1278	POL2 364	International Relations - Economics	International Relations - History	Political Science					
1875	POL2 367	Women's and Gender Studies							
1310	POL2 368	International Relations - Economics	International Relations - History	Latin American Studies	Political Science				
1311	POL3 203H	International Relations - Economics	International Relations - History	Political Science					
1412	POL3 209H	International Relations - History	Political Science						
1267	POL3 221	International Relations - Economics	International Relations - History	International Relations - Political Science	Political Science				
1312	POL3 223	International Relations - Economics	International Relations - History	Political Science					
1313	POL3 224	International Relations - Economics	International Relations - History	Political Science					
1314	POL3 227	International Relations - Economics	International Relations - History	Political Science					
1315	POL3 232	International Relations - Economics	International Relations - History	Political Science					
1413	POL3 236	International Relations - History	Political Science	Women's and Gender Studies					
1290	POL3 245	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Political Science			
1317	POL3 251	International Relations - Economics	International Relations - History	Political Science					
1279	POL3 302	International Relations - Economics	International Relations - History	International Relations - Political Science	Political Science				
1318	POL3 315	International Relations - Economics	International Relations - History	Political Science					
1281	POL3 325	International Relations - Economics	International Relations - History	Political Science					
171	POL3 326	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
1319	POL3 338	International Relations - Economics	International Relations - History	Political Science					
1320	POL3 339	International Relations - Economics	International Relations - History	Political Science					
1282	POL3 351	International Relations - Economics	International Relations - History	Political Science					
1321	POL3 352	International Relations - Economics	International Relations - History	Political Science					
1283	POL3 354	International Relations - Economics	International Relations - History	Political Science					
1285	POL3 357	International Relations - Economics	International Relations - History	Political Science					
1286	POL3 369	International Relations - Economics	International Relations - History	Political Science					
1287	POL3 371	International Relations - Economics	International Relations - History	Political Science					
1735	POL3 372	Political Science							
1288	POL3 378	International Relations - Economics	International Relations - History	Political Science					
1322	POL3 379	International Relations - Economics	International Relations - History	Political Science					
1289	POL3 387	International Relations - Economics	International Relations - History	Political Science					
1415	POL4 201	International Relations - History	Political Science						
1416	POL4 216	International Relations - History	Political Science						
1417	POL4 243	International Relations - History	Political Science						
172	POL4 249	American Studies	Architecture	Education Studies	International Relations - History	Political Science			
173	POL4 311	American Studies	Architecture	Education Studies	Environmental Studies	International Relations - Economics	International Relations - History	Political Science	
1323	POL4 318	International Relations - Economics	International Relations - History	Political Science					
174	POL4 340	American Studies	Architecture						
1029	POL4 341	Education Studies	International Relations - Economics	International Relations - History	Political Science				
175	POL4 343	American Studies	Architecture						
1876	POL4 344	Women's and Gender Studies							
176	POL4 345	American Studies	Architecture	International Relations - Economics	International Relations - History	Latin American Studies	Political Science		
1325	POL4 349	International Relations - Economics	International Relations - History	Political Science					
1474	PORT 241	Latin American Studies							
1475	PORT 250	Latin American Studies							
1476	PORT 250H	Latin American Studies							
1292	PORT 256	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies				
1477	PORT 266	Latin American Studies							
1479	PORT 310	Latin American Studies							
1482	PORT 314	Latin American Studies							
1483	PORT 350	Latin American Studies							
742	PSUC 318	Cognitive and Linguistic Sciences - Psychology Concentration							
1030	PSYC 101	Education Studies	Psychology						
733	PSYC 205	Cognitive and Linguistic Sciences - Psychology Concentration	Data Science	Neuroscience	Psychology				
1031	PSYC 207	Education Studies	Psychology						
1736	PSYC 208	Psychology							
1032	PSYC 210	Education Studies	Psychology						
1737	PSYC 212	Psychology							
1738	PSYC 213	Psychology							
1739	PSYC 214	Psychology							
737	PSYC 215	Cognitive and Linguistic Sciences - Psychology Concentration	Neuroscience	Psychology					
700	PSYC 216	Cognitive and Linguistic Sciences - Computer Science Concentration	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Philosophy Concentration	Cognitive and Linguistic Sciences - Psychology Concentration	Education Studies	Neuroscience	Psychology	
738	PSYC 217	Cognitive and Linguistic Sciences - Psychology Concentration	Education Studies	Neuroscience	Psychology				
739	PSYC 218	Cognitive and Linguistic Sciences - Psychology Concentration	Media Arts and Sciences	Neuroscience	Psychology				
740	PSYC 219	Cognitive and Linguistic Sciences - Psychology Concentration	Psychology						
1016	PSYC 222	Education Studies	Psychology						
1751	PSYC 225	Psychology							
1037	PSYC 244	Education Studies							
1033	PSYC 245	Education Studies	Psychology						
1740	PSYC 250	Psychology							
1741	PSYC 250H	Psychology							
1365	PSYC 255	International Relations - History	International Relations - Political Science						
1752	PSYC 299	Psychology							
1753	PSYC 299H	Psychology							
741	PSYC 301	Cognitive and Linguistic Sciences - Psychology Concentration							
1746	PSYC 306R	Psychology							
1747	PSYC 307R	Psychology							
1754	PSYC 308	Psychology							
1748	PSYC 310R	Psychology							
1755	PSYC 311R	Psychology							
1749	PSYC 312R	Psychology							
1756	PSYC 313R	Psychology							
734	PSYC 314R	Cognitive and Linguistic Sciences - Psychology Concentration	Neuroscience	Psychology					
735	PSYC 315R	Cognitive and Linguistic Sciences - Psychology Concentration	Neuroscience	Psychology					
722	PSYC 316	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Psychology Concentration	Education Studies	Neuroscience	Psychology			
1683	PSYC 317	Neuroscience	Psychology						
1757	PSYC 318	Psychology							
743	PSYC 319	Cognitive and Linguistic Sciences - Psychology Concentration	Neuroscience	Psychology					
1750	PSYC 323R	Psychology							
1034	PSYC 325	Education Studies	Psychology						
1035	PSYC 326	Education Studies	Psychology						
1758	PSYC 327	Psychology							
744	PSYC 328	Cognitive and Linguistic Sciences - Psychology Concentration	Neuroscience	Psychology					
1759	PSYC 329	Psychology							
1760	PSYC 332	Psychology							
1036	PSYC 333	Education Studies	Psychology						
177	PSYC 337	American Studies	Architecture	Education Studies	Psychology				
178	PSYC 338	American Studies	Architecture	Psychology					
1761	PSYC 339	Psychology							
1762	PSYC 340	Psychology							
179	PSYC 341	American Studies	Architecture						
1763	PSYC 343	Psychology							
1764	PSYC 344	Psychology							
745	PSYC 345	Cognitive and Linguistic Sciences - Psychology Concentration	Education Studies	Psychology					
180	PSYC 346	American Studies	Architecture	Psychology					
1765	PSYC 349	Psychology							
1742	PSYC 350	Psychology							
1743	PSYC 350H	Psychology							
1744	PSYC 360	Psychology							
1745	PSYC 370	Psychology							
883	QR 260	Data Science	Environmental Studies	Neuroscience	Psychology				
890	QR 309	Data Science							
630	RAST 222	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
631	RAST 322	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
1442	REL 102	Jewish Studies	Religion						
695	REL 104	Classical Civilization	Middle Eastern Studies	Religion					
696	REL 105	Classical Civilization	Jewish Studies	Middle Eastern Studies	Religion				
943	REL 108	East Asian Studies	Religion						
1450	REL 111Y	Jewish Studies	Religion						
955	REL 119Y	East Asian Studies	Religion						
1775	REL 200	Religion							
1770	REL 201	Religion							
1776	REL 206	Religion	South Asia Studies						
1771	REL 209	Religion							
73	REL 214	American Studies	International Relations - History	International Relations - Political Science	Latin American Studies	Religion			
1777	REL 215	Religion							
1580	REL 216	Medieval Renaissance Studies	Religion						
1766	REL 218	Religion							
1773	REL 219	Religion							
1767	REL 220	Religion							
1844	REL 223	South Asia Studies							
1769	REL 223/	Religion							
1874	REL 224	Women's and Gender Studies							
1778	REL 225	Religion	Women's and Gender Studies						
1539	REL 226	Latin American Studies	Medieval Renaissance Studies	Religion	Women's and Gender Studies				
1774	REL 227	Religion							
1779	REL 230	Religion							
1768	REL 231	Religion							
1370	REL 233	International Relations - History	International Relations - Political Science	Religion					
1371	REL 236	International Relations - History	International Relations - Political Science	Religion					
1443	REL 240	Jewish Studies	Middle Eastern Studies	Religion					
1780	REL 241	Religion	South Asia Studies						
1451	REL 242	Jewish Studies	Middle Eastern Studies						
697	REL 243	Classical Civilization	Jewish Studies	Middle Eastern Studies	Religion	Women's and Gender Studies			
698	REL 244	Classical Civilization	Jewish Studies	Middle Eastern Studies	Religion				
1772	REL 245	Religion							
1781	REL 250	Religion							
1782	REL 250H	Religion							
1783	REL 251	Religion	South Asia Studies						
944	REL 253	East Asian Studies	Religion						
945	REL 254	East Asian Studies	Religion						
946	REL 255	East Asian Studies	Religion						
947	REL 257	East Asian Studies	Religion						
1784	REL 259	Religion							
1605	REL 260	Middle Eastern Studies	Religion						
1574	REL 261	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1582	REL 262	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1606	REL 263	Middle Eastern Studies	Religion						
1445	REL 264	Jewish Studies	Middle Eastern Studies	Religion					
1447	REL 265	Jewish Studies	Middle Eastern Studies	Religion					
1237	REL 266	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Religion		
1607	REL 267	Middle Eastern Studies	Religion						
1616	REL 268	Middle Eastern Studies	Religion						
1617	REL 269	Middle Eastern Studies	Religion						
1581	REL 270	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1785	REL 281	Religion	South Asia Studies						
1789	REL 300	Religion							
1790	REL 301	Religion	South Asia Studies						
1791	REL 302	Religion	South Asia Studies						
1792	REL 303	Religion	South Asia Studies						
1786	REL 318	Religion							
1787	REL 319	Religion							
1793	REL 323	Religion	Women's and Gender Studies						
1540	REL 326	Latin American Studies	Religion						
1618	REL 330	Middle Eastern Studies	Religion						
1452	REL 342	Jewish Studies	Middle Eastern Studies	Religion					
1788	REL 344	Religion							
1453	REL 345	Jewish Studies	Religion						
1608	REL 347	Middle Eastern Studies	Religion						
1619	REL 348	Middle Eastern Studies	Religion						
1794	REL 350	Religion							
1795	REL 350H	Religion							
948	REL 353	East Asian Studies	Religion						
1796	REL 357	Religion							
1609	REL 359	Middle Eastern Studies	Religion						
1797	REL 360	Religion							
1610	REL 361	Middle Eastern Studies	Religion						
1611	REL 362	Middle Eastern Studies	Religion						
1612	REL 363	Middle Eastern Studies	Religion						
1583	REL 364	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1576	REL 365	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1615	REL 366	Middle Eastern Studies	Religion						
1613	REL 367	Middle Eastern Studies	Religion						
1603	REL 368	Middle Eastern Studies	Religion						
1798	REL 370	Religion							
1799	REL 380	Religion							
1819	RUSS 201	Russian	Russian Area Studies						
1820	RUSS 202	Russian	Russian Area Studies						
756	RUSS 251	Comparative Literary Studies	Russian	Russian Area Studies					
1838	RUSS 255	Russian Area Studies							
1821	RUSS 272	Russian	Russian Area Studies						
757	RUSS 276	Comparative Literary Studies	Russian	Russian Area Studies					
1839	RUSS 277	Russian Area Studies							
1840	RUSS 286	Russian Area Studies							
1822	RUSS 301	Russian	Russian Area Studies						
1823	RUSS 302	Russian	Russian Area Studies						
1824	RUSS 305	Russian	Russian Area Studies						
1825	RUSS 306	Russian	Russian Area Studies						
1826	RUSS 333H	Russian	Russian Area Studies						
1827	RUSS 355H	Russian							
1828	RUSS 376H	Russian	Russian Area Studies						
1829	RUSS 377H	Russian	Russian Area Studies						
1830	RUSS 378H	Russian	Russian Area Studies						
1831	RUSS 386H	Russian	Russian Area Studies						
1804	SAS 206	Religion	South Asia Studies						
1807	SAS 211	Religion	South Asia Studies						
1803	SAS 225	Religion	South Asia Studies						
1338	SAS 232	International Relations - Economics	International Relations - History	International Relations - Political Science	Religion	South Asia Studies			
1294	SAS 237	International Relations - Economics	International Relations - History	International Relations - Political Science	Religion	South Asia Studies			
408	SAS 239	Art History	Religion	South Asia Studies					
1805	SAS 241	Religion	South Asia Studies						
1808	SAS 242	Religion	South Asia Studies						
1809	SAS 250	Religion	South Asia Studies						
1810	SAS 250H	Religion	South Asia Studies						
1806	SAS 251	Religion	South Asia Studies						
1227	SAS 266	History	International Relations - Economics	International Relations - Political Science	Middle Eastern Studies	Religion	South Asia Studies		
1811	SAS 283	Religion	South Asia Studies						
1812	SAS 301	Religion	South Asia Studies						
1813	SAS 302	Religion	South Asia Studies						
1814	SAS 303	Religion	South Asia Studies						
1815	SAS 350	Religion	South Asia Studies						
1816	SAS 350H	Religion	South Asia Studies						
1817	SAS 360	Religion	South Asia Studies						
1258	SAS 367	History	International Relations - Economics	International Relations - Political Science	Middle Eastern Studies	Religion	South Asia Studies		
1818	SAS 370	Religion	South Asia Studies						
1326	SOC 103	International Relations - Economics							
882	SOC 190	Data Science	International Relations - Economics	Sociology					
1384	SOC 200	International Relations - History	International Relations - Political Science	Sociology					
1385	SOC 201	International Relations - History	International Relations - Political Science	Sociology					
1327	SOC 202	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1386	SOC 204	International Relations - History	International Relations - Political Science	Sociology					
181	SOC 205	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology	
1328	SOC 206	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
996	SOC 207	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science				
1330	SOC 208	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
183	SOC 209	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology	Women's and Gender Studies
1332	SOC 210	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1388	SOC 211	International Relations - History	International Relations - Political Science	Sociology					
1333	SOC 212	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1334	SOC 213	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1389	SOC 214	International Relations - History	International Relations - Political Science	Sociology					
1335	SOC 220	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1017	SOC 225	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Sociology		
1336	SOC 226	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1337	SOC 232	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology	South Asia Studies			
1339	SOC 241	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Sociology			
1018	SOC 246	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Sociology		
1390	SOC 250	International Relations - History	International Relations - Political Science	Sociology					
1019	SOC 251	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Sociology		
1391	SOC 252	International Relations - History	International Relations - Political Science	Sociology					
1340	SOC 260	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1392	SOC 290	International Relations - History	International Relations - Political Science	Sociology					
1341	SOC 302	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1342	SOC 304	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
184	SOC 306	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology		
186	SOC 307	American Studies	Architecture						
188	SOC 308	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology	Women's and Gender Studies
1343	SOC 309	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
79	SOC 310	American Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology			
189	SOC 311	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology	
1004	SOC 312	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Sociology		
191	SOC 314	American Studies	Architecture	International Relations - History	International Relations - Political Science	Sociology			
1344	SOC 315	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology	Women's and Gender Studies			
192	SOC 317	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology		
1345	SOC 318	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1346	SOC 320	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1347	SOC 322	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
193	SOC 324	American Studies	Architecture						
194	SOC 334	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology		
1349	SOC 348	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1393	SOC 350	International Relations - History	International Relations - Political Science	Sociology					
1394	SOC 350H	International Relations - History	International Relations - Political Science	Sociology					
1395	SOC 360	International Relations - History	International Relations - Political Science	Sociology					
1396	SOC 370	International Relations - History	International Relations - Political Science	Sociology					
1845	SPAN 201	Spanish							
1846	SPAN 202	Spanish							
1484	SPAN 241	Latin American Studies	Spanish						
1485	SPAN 243	Latin American Studies	Spanish						
1486	SPAN 244	Latin American Studies	Spanish						
195	SPAN 245	American Studies	Architecture						
1487	SPAN 246	Latin American Studies	Spanish	Theatre Studies					
1488	SPAN 247	Latin American Studies	Spanish						
1449	SPAN 248	Jewish Studies	Latin American Studies	Spanish					
1489	SPAN 250	Latin American Studies	Spanish						
1490	SPAN 250H	Latin American Studies	Spanish						
1491	SPAN 251	Latin American Studies	Spanish						
1454	SPAN 252	Jewish Studies	Latin American Studies	Medieval Renaissance Studies	Middle Eastern Studies	Spanish			
1492	SPAN 253	Latin American Studies	Spanish						
196	SPAN 255	American Studies	Architecture						
1493	SPAN 257	Latin American Studies	Spanish						
1494	SPAN 258H	Latin American Studies	Spanish						
1584	SPAN 262	Medieval Renaissance Studies							
1495	SPAN 263	Latin American Studies	Spanish	Women's and Gender Studies					
1496	SPAN 265	Latin American Studies	Spanish						
1478	SPAN 266	Latin American Studies	Spanish						
626	SPAN 268	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
54	SPAN 269	Africana Studies - The Caribbean and Latin America Concentration	Latin American Studies	Spanish					
1498	SPAN 270	Latin American Studies	Spanish						
1877	SPAN 271	Women's and Gender Studies							
1499	SPAN 272	Latin American Studies	Spanish						
1501	SPAN 273	Latin American Studies	Spanish						
1502	SPAN 275	Latin American Studies	Spanish						
1504	SPAN 277	Latin American Studies	Spanish	Women's and Gender Studies					
1505	SPAN 278	Latin American Studies	Medieval Renaissance Studies	Spanish	Women's and Gender Studies				
1506	SPAN 279	Latin American Studies	Spanish						
1507	SPAN 287	Latin American Studies	Spanish						
1508	SPAN 291	Latin American Studies	Spanish	Women's and Gender Studies					
1509	SPAN 293	Latin American Studies	Spanish						
1510	SPAN 299	Latin American Studies	Spanish						
1511	SPAN 301	Latin American Studies	Spanish						
1512	SPAN 302	Latin American Studies	Medieval Renaissance Studies	Spanish					
1513	SPAN 303	Latin American Studies	Spanish						
197	SPAN 305	American Studies	Architecture	Latin American Studies	Spanish				
1514	SPAN 307	Latin American Studies	Medieval Renaissance Studies	Spanish					
1515	SPAN 308	Latin American Studies	Medieval Renaissance Studies	Spanish					
1516	SPAN 309	Latin American Studies	Spanish						
1480	SPAN 310	Latin American Studies	Spanish						
1517	SPAN 311	Latin American Studies	Spanish						
627	SPAN 315	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
1519	SPAN 317	Latin American Studies	Spanish						
1520	SPAN 318	Latin American Studies	Medieval Renaissance Studies	Spanish					
1521	SPAN 319	Latin American Studies	Spanish						
1522	SPAN 322	Latin American Studies	Spanish						
1523	SPAN 323	Latin American Studies	Spanish						
1524	SPAN 324	Latin American Studies	Spanish						
1525	SPAN 325	Latin American Studies	Medieval Renaissance Studies	Spanish					
1878	SPAN 327	Women's and Gender Studies							
1526	SPAN 329	Latin American Studies	Spanish						
1527	SPAN 335	Latin American Studies	Spanish						
1528	SPAN 344	Latin American Studies	Spanish						
1529	SPAN 350	Latin American Studies	Spanish						
1530	SPAN 350H	Latin American Studies	Spanish						
1531	SPAN 360	Latin American Studies	Spanish						
1532	SPAN 370	Latin American Studies	Spanish						
1533	SPAN 377	Latin American Studies	Spanish						
877	STAT 101	Data Science							
1077	STAT 160	Environmental Studies							
878	STAT 218	Data Science	Mathematics	Neuroscience					
887	STAT 220	Data Science	Mathematics						
888	STAT 221	Data Science	Mathematics						
889	STAT 228	Data Science	Mathematics						
884	STAT 260	Data Science	Environmental Studies	Mathematics	Neuroscience	Psychology			
891	STAT 309	Data Science							
885	STAT 318	Data Science	Mathematics						
1078	SUST 201	Environmental Studies							
1079	SUST 301	Environmental Studies							
2	SWA 101	Africana Studies - Africa Concentration	Africana Studies - General Africana Studies Concentration	Africana Studies - The Caribbean and Latin America Concentration	Africana Studies - United States Concentration				
3	SWA 102	Africana Studies - Africa Concentration	Africana Studies - General Africana Studies Concentration	Africana Studies - The Caribbean and Latin America Concentration	Africana Studies - United States Concentration				
23	SWA 201	Africana Studies - Africa Concentration							
24	SWA 202	Africana Studies - Africa Concentration							
4	SWA 203	Africana Studies - Africa Concentration	Africana Studies - General Africana Studies Concentration	Africana Studies - The Caribbean and Latin America Concentration	Africana Studies - United States Concentration				
1861	THST 104	Theatre Studies							
1848	THST 155	Theatre Studies							
1455	THST 200	Jewish Studies	Media Arts and Sciences	Theatre Studies	Women's and Gender Studies				
1847	THST 204	Theatre Studies							
1855	THST 206	Theatre Studies							
1563	THST 207	Media Arts and Sciences	Theatre Studies						
628	THST 209	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Theatre Studies				
198	THST 210	American Studies	Architecture						
1862	THST 212	Theatre Studies	Women's and Gender Studies						
1849	THST 214	Theatre Studies							
199	THST 215	American Studies	Architecture	Theatre Studies					
1048	THST 221	English and Creative Writing	Theatre Studies						
1859	THST 222	Theatre Studies							
1863	THST 245	Theatre Studies							
755	THST 251	Comparative Literary Studies	East Asian Languages and Cultures	East Asian Studies					
1850	THST 276	Theatre Studies							
1860	THST 300	Theatre Studies							
1851	THST 305	Theatre Studies							
1856	THST 306	Theatre Studies							
1852	THST 310	Theatre Studies							
1853	THST 315	Theatre Studies							
1857	THST 321	Theatre Studies							
1854	THST 345	Theatre Studies							
1864	THST 350	Theatre Studies							
1865	THST 350G	Theatre Studies							
1866	THST 350H	Theatre Studies							
1872	THST 353	Women's and Gender Studies							
1858	THST 355	Theatre Studies							
1867	THST 360	Theatre Studies							
1868	THST 370	Theatre Studies							
1879	WGST 100Y	Women's and Gender Studies							
991	WGST 102Y	Education Studies	Women's and Gender Studies						
1038	WGST 108	Education Studies	International Relations - Economics	Women's and Gender Studies					
1880	WGST 120	Women's and Gender Studies							
1350	WGST 121	International Relations - Economics	Women's and Gender Studies						
1397	WGST 205	International Relations - History	International Relations - Political Science	Women's and Gender Studies					
182	WGST 211	American Studies	Architecture	Education Studies	International Relations - Economics	Women's and Gender Studies			
1351	WGST 214	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
1352	WGST 215	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
200	WGST 216	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Women's and Gender Studies	
201	WGST 217	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies	
202	WGST 218	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Women's and Gender Studies	
203	WGST 219	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
204	WGST 220	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
1039	WGST 221	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies			
205	WGST 222	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
98	WGST 223	American Studies	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
206	WGST 224	American Studies	Anthropology	Architecture	Education Studies	International Relations - History	International Relations - Political Science	Women's and Gender Studies	
1354	WGST 225	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
207	WGST 226	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies		
1355	WGST 230	International Relations - Economics	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
158	WGST 240	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Women's and Gender Studies	
1398	WGST 245	International Relations - History	International Relations - Political Science	Women's and Gender Studies					
100	WGST 249	American Studies	International Relations - History	International Relations - Political Science	Women's and Gender Studies				
1399	WGST 250	International Relations - History	International Relations - Political Science	Women's and Gender Studies					
